timestamp,location,corridor_width_m,entry_flow_rate_pax_per_min,exit_flow_rate_pax_per_min,transport_arrival_burst,vehicle_count,queue_density_pax_per_m2,weather,festival_peak,pressure_index,risk_level,predicted_crush_window_min
01-01-2026,Somnath,2,194.7012635,54.16549888,0,8,3.749674363,Rain,0,77.76723105,Moderate,12
01-01-2026,Pavagadh,2,133.1646091,52.29652784,0,4,2.339733368,Clear,1,45.11350738,Low,17
01-01-2026,Ambaji,5,114.5842802,133.4512666,1,6,1.561526821,Heat,1,19.34965636,Low,11
01-01-2026,Somnath,10,153.4280379,73.10920095,0,7,3.822379255,Heat,1,15.67664221,Low,10
01-01-2026,Somnath,5,70.7658896,104.9716196,0,3,3.003338402,Clear,1,0,Low,10
01-01-2026,Pavagadh,2,111.2260625,110.2073623,1,4,0.845877519,Clear,0,22.20110514,Low,17
01-01-2026,Ambaji,3,130.4706304,105.8251407,1,3,3.346553359,Rain,0,34.90826996,Low,12
01-01-2026,Ambaji,3,148.7748547,91.33570962,0,8,0.23312876,Clear,1,19.61263921,Low,11
01-01-2026,Somnath,4,129.6424931,122.4891141,1,4,3.193732896,Rain,0,28.17581055,Low,15
01-01-2026,Dwarka,2,68.43790416,141.7313271,0,4,3.153647767,Clear,0,0,Low,11
01-01-2026,Somnath,10,84.60184602,99.97046654,0,5,2.205838751,Clear,1,2.874815451,Low,14
01-01-2026,Somnath,5,102.7597264,51.34275858,1,8,1.084015798,Clear,1,32.45142516,Low,14
01-01-2026,Somnath,6,129.6629584,60.39327457,0,4,2.140614256,Clear,1,15.82617581,Low,16
01-01-2026,Somnath,2,68.12302181,149.5537204,0,5,3.525938414,Clear,1,0,Low,11
01-01-2026,Pavagadh,2,176.3637396,72.6244611,0,3,0.2,Rain,0,52.26963927,Moderate,16
01-01-2026,Ambaji,5,132.5163218,133.2603397,0,4,1.883229711,Rain,1,3.617655845,Low,12
01-01-2026,Pavagadh,8,131.4289389,53.02537257,0,7,4.583182123,Clear,1,18.96681004,Low,19
01-01-2026,Pavagadh,5,113.0734945,56.06961563,0,4,4.885719716,Clear,1,21.1722152,Low,14
01-01-2026,Pavagadh,8,62.26709198,115.2082785,0,4,3.878136554,Clear,1,1.138624795,Low,12
01-01-2026,Somnath,8,123.6324525,74.7357554,1,6,3.208801639,Clear,0,32.52969042,Low,10
01-01-2026,Dwarka,2,149.9293609,146.2453679,0,3,3.749038513,Heat,1,9.340073527,Low,17
01-01-2026,Ambaji,3,113.869375,99.18124758,0,4,1.267251472,Clear,1,7.430545403,Low,16
01-01-2026,Dwarka,6,162.7663254,68.56261373,0,7,1.883043848,Rain,1,19.46670631,Low,11
01-01-2026,Pavagadh,4,117.507001,56.04157927,1,9,0.422456549,Clear,1,36.21126853,Low,12
01-01-2026,Pavagadh,4,147.8410447,165.2648161,0,5,2.862898407,Clear,0,1.369853954,Low,13
01-01-2026,Dwarka,4,311.8983361,93.25321819,1,5,4.619514976,Clear,0,83.90030942,Moderate,14
01-01-2026,Dwarka,4,135.1738888,96.84445189,1,4,3.256313177,Clear,1,36.09498557,Low,11
01-01-2026,Dwarka,10,154.7250295,92.34452346,0,6,2.440342849,Clear,1,11.1187363,Low,19
01-01-2026,Pavagadh,3,76.78342019,107.4810513,0,6,3.54835255,Rain,0,0,Low,17
01-01-2026,Pavagadh,4,426.7173749,107.9554617,1,3,5.547052711,Rain,1,110.7845837,Moderate,18
01-01-2026,Ambaji,5,162.172412,101.0963414,1,8,0.999127054,Clear,1,34.21346822,Low,19
01-01-2026,Ambaji,6,207.6155105,39.27357735,0,3,1.584764519,Clear,0,31.2265179,Low,16
01-01-2026,Pavagadh,5,122.8460725,125.76499,0,8,5.361017892,Clear,0,10.13825229,Low,12
01-01-2026,Dwarka,10,36.03174979,91.0706506,0,8,3.373799603,Heat,1,1.243709125,Low,13
01-01-2026,Dwarka,6,48.76653206,137.0267336,1,3,0.2,Clear,1,5.689966402,Low,13
01-01-2026,Ambaji,5,84.51374799,157.4578794,0,3,4.121643735,Rain,1,0,Low,14
01-01-2026,Pavagadh,3,171.296884,99.49312969,0,8,2.390886265,Rain,0,28.71635729,Low,13
01-01-2026,Ambaji,5,207.8701248,106.2295124,0,5,3.038313714,Rain,1,26.40474992,Low,10
01-01-2026,Ambaji,6,103.7418712,88.70616239,0,11,3.269210901,Rain,1,9.044373278,Low,12
01-01-2026,Somnath,8,122.1300696,53.92416225,1,6,1.481513737,Rain,1,31.4887659,Low,16
01-01-2026,Somnath,10,16.75028121,150.3879377,0,4,2.512424639,Clear,0,0,Low,16
01-01-2026,Somnath,5,146.0547083,86.29163965,0,4,1.399096779,Rain,0,14.75080728,Low,13
01-01-2026,Dwarka,5,125.3765834,107.5064085,1,7,4.329723605,Heat,1,32.23348218,Low,11
01-01-2026,Pavagadh,2,109.9987646,39.69739942,0,1,3.757870456,Heat,1,42.6664235,Low,13
01-01-2026,Pavagadh,2,81.457246,61.49764669,0,4,0.2,Clear,0,10.37979966,Low,15
01-01-2026,Pavagadh,3,105.9038104,21.29610184,0,7,0.959233573,Rain,0,30.12103666,Low,14
01-01-2026,Pavagadh,2,66.19060227,105.0940384,0,10,0.2,Clear,1,0,Low,13
01-01-2026,Somnath,4,85.56963061,68.31661633,0,4,3.847831812,Clear,1,12.00891719,Low,19
01-01-2026,Dwarka,4,69.17501517,83.47345004,0,5,3.134580163,Clear,0,2.694551608,Low,11
01-01-2026,Dwarka,5,79.32250279,104.9042303,1,5,2.491567354,Rain,0,19.8667892,Low,11
01-01-2026,Somnath,5,73.79418557,46.2263697,0,5,0.439634217,Clear,0,6.392831608,Low,13
01-01-2026,Dwarka,5,143.0826458,80.7232064,0,2,4.831786211,Clear,1,22.13546029,Low,17
01-01-2026,Somnath,5,74.00688068,108.1185065,0,2,2.374980137,Clear,1,0,Low,18
01-01-2026,Pavagadh,4,117.90786,104.5255641,1,6,1.573233555,Heat,0,26.49204106,Low,14
01-01-2026,Somnath,10,76.32178395,23.49905063,0,2,2.572717274,Heat,1,10.42770788,Low,13
01-01-2026,Pavagadh,2,77.89045009,114.9308175,0,4,1.183810527,Clear,0,0,Low,19
01-01-2026,Pavagadh,10,76.31546858,60.23669968,0,3,3.632560322,Rain,0,8.872997534,Low,17
01-01-2026,Ambaji,4,159.1045438,106.5857628,1,4,2.4318838,Clear,0,37.99346285,Low,11
01-01-2026,Somnath,5,112.6982376,107.1543372,1,3,4.783597171,Clear,1,30.67597442,Low,13
01-01-2026,Ambaji,3,90.11316901,148.0414994,0,7,1.998326971,Rain,0,0,Low,18
01-01-2026,Somnath,2,79.83535429,99.91276292,0,6,2.640155093,Heat,0,0,Low,19
01-01-2026,Somnath,4,66.22667124,83.893472,0,11,4.099874907,Heat,0,3.783049625,Low,11
01-01-2026,Ambaji,6,91.26560096,64.21128681,0,4,0.2,Rain,1,4.90905236,Low,12
01-01-2026,Ambaji,4,62.5373643,112.468281,0,3,3.169025598,Clear,0,0,Low,18
01-01-2026,Somnath,5,102.6151301,48.57987509,1,1,5.086312037,Rain,0,40.97967507,Low,17
01-01-2026,Dwarka,4,91.68720209,73.32290914,0,8,0.980008236,Rain,0,6.551089711,Low,14
01-01-2026,Pavagadh,4,88.83102793,5,1,10,1.272572773,Clear,0,43.50290253,Low,17
01-01-2026,Ambaji,10,169.529057,47.45248052,0,4,2.425179303,Clear,1,17.05801625,Low,15
01-01-2026,Pavagadh,8,110.2389371,132.6081229,0,5,1.145063765,Clear,0,0,Low,10
01-01-2026,Dwarka,5,112.7166427,69.48309831,0,4,4.161509103,Heat,1,16.96972709,Low,14
01-01-2026,Dwarka,3,171.2792185,88.22377798,1,4,3.212480612,Heat,1,54.11010805,Moderate,10
01-01-2026,Dwarka,3,65.65038652,67.05345931,0,4,2.879105801,Clear,1,5.290520671,Low,14
01-01-2026,Ambaji,10,100.5185193,136.0038952,0,3,0.659148851,Clear,0,0,Low,19
01-01-2026,Dwarka,3,58.03069826,86.3819843,0,4,4.632745508,Clear,0,0,Low,17
01-01-2026,Ambaji,8,122.8109535,101.0349742,0,1,2.142586111,Clear,1,7.007169633,Low,18
01-01-2026,Dwarka,4,144.2857543,72.20956274,0,5,0.600393543,Clear,1,19.21983498,Low,13
01-01-2026,Pavagadh,10,23.00397111,169.6874202,1,4,1.711606934,Clear,0,8.754868964,Low,19
01-01-2026,Pavagadh,4,507.8254645,52.30000587,0,5,4.43396973,Clear,0,122.7493041,High,8
01-01-2026,Somnath,4,132.4415392,80.94068832,0,5,1.956438195,Heat,0,16.7880891,Low,18
01-01-2026,Pavagadh,5,121.4593986,149.2676762,0,5,5.312926537,Clear,1,5.064197545,Low,18
01-01-2026,Somnath,10,70.32614761,94.16394989,1,6,3.346205777,Clear,0,24.30863133,Low,11
01-01-2026,Pavagadh,10,150.8777413,115.3601413,0,4,1.017390416,Rain,1,5.586540829,Low,12
01-01-2026,Ambaji,6,187.3156815,121.9071731,1,6,4.819587877,Rain,1,40.54059382,Low,19
01-01-2026,Pavagadh,6,103.7004482,118.6366916,0,9,2.754114274,Rain,0,3.018854657,Low,11
01-01-2026,Somnath,5,107.3019111,138.4038992,0,3,3.588620826,Clear,0,0.956844031,Low,17
01-01-2026,Somnath,6,120.909861,127.3361192,0,6,2.86701388,Clear,1,4.662984733,Low,13
01-01-2026,Dwarka,8,104.0217168,31.92284183,0,7,1.743781488,Clear,1,12.49992235,Low,12
01-01-2026,Ambaji,5,112.873428,125.4791591,0,8,3.549678357,Rain,0,4.578210493,Low,19
01-01-2026,Pavagadh,5,161.1398392,86.68039623,0,5,2.302773035,Clear,0,19.49743467,Low,14
01-01-2026,Dwarka,5,117.3475084,117.4084623,0,4,3.136264705,Clear,1,6.260338625,Low,19
01-01-2026,Pavagadh,5,131.6019664,58.82810424,1,5,1.424653513,Clear,1,37.40407946,Low,12
01-01-2026,Pavagadh,8,201.3274367,126.7957757,0,4,0.836613492,Clear,0,10.98968461,Low,15
01-01-2026,Dwarka,4,178.5722759,84.74298085,1,5,2.286182284,Clear,1,48.02968833,Low,10
01-01-2026,Dwarka,3,177.167715,83.52219152,1,1,9.254249439,Clear,0,69.72367337,Moderate,10
01-01-2026,Dwarka,5,189.77261,129.8362922,1,6,1.979415596,Clear,0,35.94609474,Low,14
01-01-2026,Dwarka,3,175.0759305,80.46823154,0,3,3.724090207,Clear,0,38.98408007,Low,13
01-01-2026,Dwarka,5,179.7754801,100.1904311,1,4,3.575419656,Clear,0,43.06784912,Low,10
01-01-2026,Pavagadh,10,94.98014161,104.7885259,0,5,1.732279194,Clear,1,2.483719958,Low,11
01-01-2026,Dwarka,5,128.4621776,108.8409134,0,8,1.034969999,Heat,0,5.994192836,Low,15
01-01-2026,Ambaji,8,104.3351251,88.70297653,1,6,2.063217429,Heat,1,26.08045342,Low,19
01-01-2026,Somnath,3,124.8412412,88.34873142,0,9,0.727445914,Clear,0,13.61906176,Low,10
01-01-2026,Dwarka,10,190.0710955,82.53782677,0,7,1.24189755,Clear,0,13.23712198,Low,16
01-01-2026,Dwarka,5,125.6023286,130.5988908,0,5,2.335280185,Clear,0,3.671247932,Low,12
01-01-2026,Pavagadh,2,51.2030411,105.2155203,1,6,2.646735418,Rain,0,0,Low,16
01-01-2026,Dwarka,5,105.0756174,133.7609329,0,13,2.042143805,Heat,0,0,Low,11
01-01-2026,Dwarka,10,93.81874324,126.3751794,0,3,1.88373302,Heat,0,0.511822427,Low,11
01-01-2026,Dwarka,2,191.5927032,123.447498,0,7,3.022029223,Heat,1,40.116661,Low,19
01-01-2026,Pavagadh,5,87.47542963,82.61233531,0,6,3.091974442,Clear,1,7.156567748,Low,17
